	otu	otu_occ	otu_rel	fill
12454	ASV13151	0.000835422	2.23E-07	core
12455	ASV13153	0.000835422	4.20E-08	core
12456	ASV13154	0.003341688	1.46E-06	core
12457	ASV13155	0.000835422	8.01E-07	core
12458	ASV13156	0.002506266	8.12E-06	core
12459	ASV13157	0.000835422	1.25E-07	core
12460	ASV13158	0.000835422	1.09E-08	core
12461	ASV13159	0.000835422	2.66E-06	core
12462	ASV13160	0.000835422	1.56E-07	core
12463	ASV13161	0.000835422	5.13E-08	core
12464	ASV13162	0.000835422	1.01E-07	core
12465	ASV13163	0.000835422	1.05E-07	core
12466	ASV13164	0.000835422	9.06E-08	core
12467	ASV13165	0.000835422	6.84E-08	core
12468	ASV13166	0.000835422	1.29E-07	core
12469	ASV13167	0.000835422	1.85E-08	core
12470	ASV13168	0.000835422	1.67E-06	core
12471	ASV13169	0.000835422	1.17E-06	core
12472	ASV13170	0.104427736	3.88E-04	core
12473	ASV13171	0.000835422	3.13E-08	core
12474	ASV13172	0.000835422	4.46E-07	core
12475	ASV13174	0.000835422	1.29E-07	core
12476	ASV13175	0.000835422	7.01E-08	core
12477	ASV13176	0.000835422	1.94E-06	core
12478	ASV13177	0.000835422	9.35E-07	core
12479	ASV13178	0.000835422	9.65E-07	core
12480	ASV13179	0.000835422	4.53E-06	core
12481	ASV13180	0.000835422	2.31E-07	core
12482	ASV13181	0.002506266	1.22E-06	core
12483	ASV13182	0.000835422	5.10E-08	core
12484	ASV13183	0.000835422	1.52E-07	core
12485	ASV13184	0.000835422	2.88E-07	core
12486	ASV13185	0.000835422	1.07E-07	core
12487	ASV13186	0.002506266	1.92E-06	core
12488	ASV13187	0.000835422	2.46E-05	core
12489	ASV13188	0.000835422	1.24E-07	core
12490	ASV13190	0.001670844	1.08E-06	core
12491	ASV13191	0.000835422	1.62E-06	core
12492	ASV13192	0.000835422	2.98E-06	core
12493	ASV13193	0.001670844	1.61E-06	core
12494	ASV13194	0.000835422	2.02E-06	core
12495	ASV13195	0.000835422	8.41E-07	core
12496	ASV13196	0.000835422	9.06E-07	core
12497	ASV13197	0.000835422	1.57E-06	core
12498	ASV13198	0.000835422	2.12E-06	core
12499	ASV13199	0.000835422	3.24E-07	core
12500	ASV13200	0.001670844	1.95E-06	core
12501	ASV13201	0.000835422	9.55E-08	core
12502	ASV13202	0.004177109	3.40E-06	core
12503	ASV13203	0.000835422	1.02E-07	core
12504	ASV13204	0.000835422	1.02E-07	core
12505	ASV13205	0.000835422	6.29E-08	core
12506	ASV13206	0.000835422	4.56E-07	core
12507	ASV13207	0.012531328	1.95E-04	core
12508	ASV13208	0.003341688	6.29E-06	core
12509	ASV13209	0.001670844	7.72E-07	core
12510	ASV13210	0.000835422	1.62E-07	core
12511	ASV13211	0.000835422	6.81E-08	core
12512	ASV13212	0.000835422	1.28E-06	core
12513	ASV13213	0.000835422	1.02E-07	core
12514	ASV13214	0.000835422	1.64E-08	core
12515	ASV13215	0.000835422	1.15E-07	core
12516	ASV13216	0.010860485	5.10E-06	core
12517	ASV13217	0.003341688	7.25E-07	core
12518	ASV13218	0.000835422	3.57E-08	core
12519	ASV13219	0.000835422	2.17E-08	core
12520	ASV13220	0.000835422	1.23E-08	core
12521	ASV13221	0.000835422	5.21E-07	core
12522	ASV13222	0.000835422	9.09E-08	core
12523	ASV13223	0.000835422	5.09E-08	core
12524	ASV13224	0.024227235	6.47E-05	core
12525	ASV13225	0.000835422	2.60E-06	core
12526	ASV13226	0.000835422	6.24E-07	core
12527	ASV13227	0.000835422	2.31E-07	core
12528	ASV13228	0.000835422	1.33E-06	core
12529	ASV13229	0.000835422	9.43E-08	core
12530	ASV13230	0.000835422	4.60E-06	core
12531	ASV13231	0.000835422	3.27E-07	core
12532	ASV13232	0.000835422	1.17E-07	core
12533	ASV13233	0.000835422	9.51E-07	core
12534	ASV13234	0.002506266	3.61E-07	core
12535	ASV13235	0.000835422	2.36E-07	core
12536	ASV13236	0.000835422	1.06E-07	core
12537	ASV13237	0.000835422	2.07E-07	core
12538	ASV13238	0.000835422	7.85E-07	core
12539	ASV13239	0.000835422	1.87E-06	core
12540	ASV13240	0.000835422	9.59E-07	core
12541	ASV13241	0.000835422	7.57E-08	core
12542	ASV13242	0.000835422	2.66E-07	core
12543	ASV13243	0.001670844	2.98E-07	core
12544	ASV13244	0.003341688	8.28E-07	core
12545	ASV13245	0.000835422	1.95E-07	core
12546	ASV13246	0.000835422	1.41E-06	core
12547	ASV13247	0.001670844	4.67E-07	core
12548	ASV13248	0.001670844	3.48E-06	core
12549	ASV13249	0.000835422	1.83E-06	core
12550	ASV13251	0.000835422	1.79E-05	core
12551	ASV13253	0.000835422	2.48E-07	core
12552	ASV13254	0.000835422	1.68E-06	core
12553	ASV13255	0.000835422	5.88E-07	core
12554	ASV13256	0.000835422	1.49E-07	core
12555	ASV13257	0.000835422	5.62E-07	core
12556	ASV13258	0.019214703	7.24E-05	core
12557	ASV13259	0.000835422	7.05E-08	core
12558	ASV13260	0.000835422	6.29E-08	core
12559	ASV13261	0.002506266	3.90E-07	core
12560	ASV13262	0.010860485	2.93E-05	core
12561	ASV13263	0.000835422	1.96E-06	core
12562	ASV13264	0.002506266	9.44E-06	core
12563	ASV13266	0.000835422	1.24E-07	core
12564	ASV13267	0.000835422	3.89E-08	core
12565	ASV13268	0.000835422	1.77E-07	core
12566	ASV13269	0.001670844	9.11E-08	core
12567	ASV13270	0.019214703	2.91E-05	core
12568	ASV13271	0.005847953	1.40E-06	core
12569	ASV13272	0.000835422	5.08E-08	core
12570	ASV13273	0.006683375	5.28E-06	core
12571	ASV13274	0.000835422	9.07E-07	core
12572	ASV13275	0.000835422	2.07E-07	core
12573	ASV13276	0.000835422	2.30E-06	core
12574	ASV13277	0.000835422	3.37E-07	core
12575	ASV13278	0.000835422	3.36E-08	core
12576	ASV13279	0.001670844	1.08E-05	core
12577	ASV13280	0.000835422	4.46E-07	core
12578	ASV13282	0.000835422	9.56E-07	core
12579	ASV13283	0.000835422	2.94E-06	core
12580	ASV13284	0.000835422	9.06E-08	core
12581	ASV13286	0.000835422	3.97E-07	core
12582	ASV13287	0.000835422	1.47E-06	core
12583	ASV13288	0.000835422	3.18E-08	core
12584	ASV13289	0.002506266	1.42E-06	core
12585	ASV13290	0.000835422	3.11E-07	core
12586	ASV13291	0.000835422	2.10E-08	core
12587	ASV13292	0.000835422	9.39E-06	core
12588	ASV13293	0.000835422	7.08E-08	core
12589	ASV13295	0.008354219	1.98E-05	core
12590	ASV13296	0.000835422	1.16E-07	core
12591	ASV13297	0.000835422	6.76E-07	core
12592	ASV13298	0.000835422	9.33E-07	core
12593	ASV13299	0.000835422	7.48E-07	core
12594	ASV13301	0.0267335	3.84E-05	core
12595	ASV13302	0.000835422	5.83E-08	core
12596	ASV13303	0.000835422	2.80E-08	core
12597	ASV13304	0.000835422	7.00E-08	core
12598	ASV13305	0.000835422	4.74E-07	core
12599	ASV13306	0.000835422	9.81E-08	core
12600	ASV13307	0.000835422	5.76E-08	core
12601	ASV13308	0.000835422	5.50E-08	core
12602	ASV13309	0.000835422	2.91E-06	core
12603	ASV13310	0.000835422	8.51E-08	core
12604	ASV13311	0.000835422	6.23E-08	core
12605	ASV13312	0.014202172	4.78E-05	core
12606	ASV13313	0.000835422	1.71E-07	core
12607	ASV13314	0.000835422	2.72E-07	core
12608	ASV13315	0.000835422	1.07E-06	core
12609	ASV13316	0.000835422	2.34E-08	core
12610	ASV13317	0.000835422	4.18E-07	core
12611	ASV13318	0.000835422	5.73E-08	core
12612	ASV13319	0.000835422	1.24E-07	core
12613	ASV13320	0.000835422	1.01E-07	core
12614	ASV13321	0.000835422	4.20E-07	core
12615	ASV13323	0.000835422	6.26E-08	core
12616	ASV13324	0.000835422	3.50E-07	core
12617	ASV13326	0.000835422	1.17E-07	core
12618	ASV13327	0.008354219	5.21E-05	core
12619	ASV13328	0.000835422	5.47E-08	core
12620	ASV13329	0.000835422	4.95E-07	core
12621	ASV13330	0.000835422	6.35E-08	core
12622	ASV13331	0.000835422	3.39E-07	core
12623	ASV13332	0.005847953	3.48E-06	core
12624	ASV13333	0.000835422	1.88E-07	core
12625	ASV13334	0.000835422	5.78E-08	core
12626	ASV13335	0.000835422	4.34E-07	core
12627	ASV13336	0.077694236	5.72E-05	core
12628	ASV13337	0.000835422	8.87E-08	core
12629	ASV13338	0.000835422	4.89E-08	core
12630	ASV13339	0.001670844	4.81E-07	core
12631	ASV13340	0.000835422	1.05E-07	core
12632	ASV13341	0.000835422	8.49E-08	core
12633	ASV13342	0.000835422	2.28E-06	core
12634	ASV13343	0.000835422	9.64E-08	core
12635	ASV13344	0.000835422	2.59E-06	core
12636	ASV13345	0.000835422	2.14E-07	core
12637	ASV13346	0.000835422	1.26E-06	core
12638	ASV13347	0.000835422	6.01E-08	core
12639	ASV13348	0.001670844	2.30E-06	core
12640	ASV13350	0.000835422	9.10E-08	core
12641	ASV13351	0.000835422	9.24E-08	core
12642	ASV13352	0.003341688	9.30E-07	core
12643	ASV13353	0.001670844	1.09E-06	core
12644	ASV13354	0.000835422	2.73E-08	core
12645	ASV13355	0.000835422	1.72E-06	core
12646	ASV13356	0.005847953	2.84E-06	core
12647	ASV13357	0.000835422	8.86E-07	core
12648	ASV13358	0.000835422	4.43E-07	core
12649	ASV13359	0.000835422	5.17E-08	core
12650	ASV13360	0.005012531	4.21E-06	core
12651	ASV13361	0.000835422	4.67E-08	core
12652	ASV13362	0.000835422	7.72E-09	core
12653	ASV13363	0.000835422	6.65E-08	core
12654	ASV13364	0.000835422	1.53E-07	core
12655	ASV13365	0.001670844	1.83E-06	core
12656	ASV13366	0.000835422	7.07E-08	core
12657	ASV13367	0.000835422	9.52E-08	core
12658	ASV13368	0.001670844	3.54E-07	core
12659	ASV13369	0.000835422	1.68E-06	core
12660	ASV13370	0.000835422	6.08E-08	core
12661	ASV13371	0.009189641	2.57E-05	core
12662	ASV13372	0.000835422	2.39E-08	core
12663	ASV13373	0.000835422	4.21E-08	core
12664	ASV13374	0.000835422	1.59E-07	core
12665	ASV13375	0.005847953	1.98E-05	core
12666	ASV13377	0.016708438	2.40E-05	core
12667	ASV13378	0.001670844	1.07E-06	core
12668	ASV13379	0.000835422	9.59E-08	core
12669	ASV13380	0.000835422	1.35E-07	core
12670	ASV13381	0.000835422	1.47E-07	core
12671	ASV13382	0.000835422	4.41E-06	core
12672	ASV13383	0.000835422	4.12E-07	core
12673	ASV13384	0.000835422	2.11E-07	core
12674	ASV13385	0.000835422	6.72E-08	core
12675	ASV13386	0.086883876	1.52E-04	core
12676	ASV13387	0.000835422	9.88E-08	core
12677	ASV13388	0.000835422	8.08E-07	core
12678	ASV13389	0.002506266	3.96E-07	core
12679	ASV13390	0.000835422	3.69E-08	core
12680	ASV13391	0.000835422	4.25E-07	core
12681	ASV13392	0.000835422	6.21E-08	core
12682	ASV13393	0.000835422	1.75E-07	core
12683	ASV13394	0.000835422	9.89E-08	core
12684	ASV13396	0.001670844	9.98E-06	core
12685	ASV13397	0.000835422	1.57E-08	core
12686	ASV13399	0.000835422	3.04E-07	core
12687	ASV13400	0.000835422	3.14E-06	core
12688	ASV13401	0.000835422	1.89E-07	core
12689	ASV13402	0.000835422	3.94E-08	core
12690	ASV13403	0.001670844	3.81E-06	core
12691	ASV13404	0.015037594	2.76E-05	core
12692	ASV13405	0.000835422	4.39E-08	core
12693	ASV13406	0.000835422	3.52E-06	core
12694	ASV13407	0.000835422	1.53E-06	core
12695	ASV13408	0.000835422	7.53E-08	core
12696	ASV13409	0.000835422	2.26E-05	core
12697	ASV13410	0.000835422	5.01E-07	core
12698	ASV13411	0.000835422	6.77E-08	core
12699	ASV13412	0.000835422	3.19E-08	core
12700	ASV13413	0.000835422	2.56E-07	core
12701	ASV13414	0.000835422	1.27E-06	core
12702	ASV13415	0.000835422	2.23E-07	core
12703	ASV13416	0.000835422	3.26E-08	core
12704	ASV13418	0.000835422	1.40E-07	core
12705	ASV13419	0.000835422	6.61E-08	core
12706	ASV13420	0.000835422	1.35E-06	core
12707	ASV13421	0.000835422	6.15E-07	core
12708	ASV13422	0.131161236	6.45E-04	core
12709	ASV13423	0.000835422	2.77E-07	core
12710	ASV13424	0.000835422	2.30E-08	core
12711	ASV13425	0.000835422	2.21E-07	core
12712	ASV13426	0.000835422	1.95E-06	core
12713	ASV13427	0.000835422	1.11E-07	core
12714	ASV13429	0.000835422	4.53E-07	core
12715	ASV13430	0.000835422	3.25E-07	core
12716	ASV13431	0.000835422	8.28E-07	core
12717	ASV13432	0.000835422	7.34E-08	core
12718	ASV13434	0.031746032	7.61E-04	core
12719	ASV13435	0.000835422	4.97E-08	core
12720	ASV13436	0.000835422	2.72E-06	core
12721	ASV13438	0.000835422	2.46E-07	core
12722	ASV13439	0.001670844	7.18E-06	core
12723	ASV13440	0.004177109	5.72E-06	core
12724	ASV13441	0.000835422	6.35E-08	core
12725	ASV13442	0.000835422	5.34E-07	core
12726	ASV13443	0.000835422	3.28E-08	core
12727	ASV13444	0.000835422	1.03E-07	core
12728	ASV13446	0.000835422	4.05E-08	core
12729	ASV13447	0.000835422	2.32E-08	core
12730	ASV13448	0.000835422	1.36E-07	core
12731	ASV13450	0.002506266	1.16E-06	core
12732	ASV13451	0.005012531	1.74E-06	core
12733	ASV13452	0.000835422	3.11E-08	core
12734	ASV13453	0.000835422	3.54E-07	core
12735	ASV13454	0.000835422	1.80E-07	core
12736	ASV13455	0.000835422	5.61E-06	core
12737	ASV13456	0.000835422	2.05E-07	core
12738	ASV13458	0.000835422	9.87E-08	core
12739	ASV13459	0.000835422	3.75E-07	core
12740	ASV13460	0.000835422	8.08E-07	core
12741	ASV13461	0.000835422	8.67E-08	core
12742	ASV13462	0.000835422	6.16E-08	core
12743	ASV13463	0.000835422	3.45E-08	core
12744	ASV13464	0.003341688	3.04E-06	core
12745	ASV13465	0.000835422	1.91E-06	core
12746	ASV13467	0.000835422	7.66E-08	core
12747	ASV13468	0.000835422	4.21E-07	core
12748	ASV13469	0.000835422	7.31E-06	core
12749	ASV13470	0.000835422	8.51E-07	core
12750	ASV13471	0.000835422	6.94E-08	core
12751	ASV13472	0.001670844	9.41E-07	core
12752	ASV13473	0.000835422	3.51E-06	core
12753	ASV13474	0.000835422	8.86E-07	core
12754	ASV13475	0.000835422	6.01E-07	core
12755	ASV13477	0.000835422	2.37E-07	core
12756	ASV13478	0.000835422	7.77E-08	core
12757	ASV13479	0.000835422	7.43E-08	core
12758	ASV13480	0.000835422	1.03E-07	core
12759	ASV13481	0.000835422	3.94E-08	core
12760	ASV13482	0.000835422	1.75E-07	core
12761	ASV13483	0.000835422	2.59E-08	core
12762	ASV13484	0.000835422	2.21E-07	core
12763	ASV13485	0.000835422	5.76E-08	core
12764	ASV13486	0.000835422	9.00E-08	core
12765	ASV13487	0.005012531	1.82E-05	core
12766	ASV13488	0.003341688	4.75E-07	core
12767	ASV13489	0.000835422	1.11E-07	core
12768	ASV13490	0.000835422	3.29E-06	core
12769	ASV13491	0.000835422	1.38E-06	core
12770	ASV13492	0.000835422	3.33E-06	core
12771	ASV13493	0.000835422	8.92E-08	core
12772	ASV13494	0.000835422	1.02E-07	core
12773	ASV13495	0.005012531	4.23E-06	core
12774	ASV13496	0.001670844	1.82E-07	core
12775	ASV13497	0.000835422	1.81E-07	core
12776	ASV13498	0.000835422	1.80E-06	core
12777	ASV13499	0.000835422	4.52E-08	core
12778	ASV13500	0.000835422	1.18E-07	core
12779	ASV13501	0.007518797	4.61E-06	core
12780	ASV13502	0.000835422	6.96E-07	core
12781	ASV13503	0.000835422	4.72E-06	core
12782	ASV13504	0.000835422	4.11E-08	core
12783	ASV13505	0.000835422	2.23E-06	core
12784	ASV13506	0.000835422	4.30E-08	core
12785	ASV13507	0.002506266	1.24E-06	core
12786	ASV13508	0.000835422	1.26E-05	core
12787	ASV13509	0.000835422	1.91E-07	core
12788	ASV13510	0.037593985	8.95E-05	core
12789	ASV13511	0.000835422	1.55E-07	core
12790	ASV13512	0.001670844	2.25E-07	core
12791	ASV13513	0.000835422	2.87E-07	core
12792	ASV13514	0.000835422	5.81E-07	core
12793	ASV13515	0.000835422	2.86E-06	core
12794	ASV13516	0.000835422	1.14E-06	core
12795	ASV13517	0.000835422	1.36E-06	core
12796	ASV13518	0.000835422	1.17E-07	core
12797	ASV13519	0.004177109	9.31E-07	core
12798	ASV13520	0.000835422	5.67E-07	core
12799	ASV13521	0.000835422	1.91E-07	core
12800	ASV13522	0.001670844	9.69E-07	core
12801	ASV13523	0.000835422	4.96E-08	core
12802	ASV13524	0.01336675	2.35E-05	core
12803	ASV13525	0.000835422	1.58E-08	core
12804	ASV13526	0.000835422	1.84E-05	core
12805	ASV13527	0.000835422	6.66E-08	core
12806	ASV13528	0.000835422	1.47E-07	core
12807	ASV13529	0.000835422	7.72E-08	core
12808	ASV13530	0.000835422	6.26E-06	core
12809	ASV13531	0.000835422	5.12E-07	core
12810	ASV13532	0.000835422	3.23E-06	core
12811	ASV13533	0.000835422	9.49E-06	core
12812	ASV13534	0.000835422	2.14E-06	core
12813	ASV13535	0.000835422	2.56E-08	core
12814	ASV13536	0.000835422	2.78E-06	core
12815	ASV13537	0.000835422	2.13E-07	core
12816	ASV13538	0.000835422	1.48E-07	core
12817	ASV13539	0.000835422	5.21E-08	core
12818	ASV13540	0.000835422	1.48E-06	core
12819	ASV13541	0.000835422	2.73E-07	core
12820	ASV13542	0.002506266	7.10E-07	core
12821	ASV13543	0.001670844	5.42E-07	core
12822	ASV13544	0.000835422	1.20E-07	core
12823	ASV13545	0.002506266	5.76E-07	core
12824	ASV13546	0.000835422	1.55E-07	core
12825	ASV13547	0.000835422	2.26E-06	core
12826	ASV13548	0.000835422	6.51E-07	core
12827	ASV13549	0.000835422	1.31E-06	core
12828	ASV13550	0.000835422	1.03E-08	core
12829	ASV13551	0.000835422	2.58E-07	core
12830	ASV13552	0.000835422	1.61E-07	core
12831	ASV13553	0.000835422	1.31E-06	core
12832	ASV13554	0.000835422	1.42E-06	core
12833	ASV13555	0.000835422	2.59E-07	core
12834	ASV13556	0.000835422	1.42E-07	core
12835	ASV13557	0.000835422	1.56E-06	core
12836	ASV13558	0.002506266	1.35E-05	core
12837	ASV13559	0.000835422	3.97E-06	core
12838	ASV13560	0.000835422	3.17E-08	core
12839	ASV13561	0.000835422	1.75E-07	core
12840	ASV13562	0.004177109	1.35E-05	core
12841	ASV13563	0.000835422	1.68E-07	core
12842	ASV13564	0.000835422	3.89E-07	core
12843	ASV13565	0.003341688	1.22E-06	core
12844	ASV13566	0.000835422	2.46E-07	core
12845	ASV13568	0.000835422	6.47E-08	core
12846	ASV13569	0.000835422	7.61E-08	core
12847	ASV13570	0.006683375	4.34E-06	core
12848	ASV13571	0.000835422	3.83E-07	core
12849	ASV13572	0.000835422	1.27E-07	core
12850	ASV13573	0.000835422	1.11E-07	core
12851	ASV13574	0.000835422	8.89E-08	core
12852	ASV13575	0.000835422	9.24E-08	core
12853	ASV13576	0.000835422	1.83E-06	core
12854	ASV13577	0.005012531	4.50E-06	core
12855	ASV13578	0.000835422	1.38E-06	core
12856	ASV13579	0.000835422	4.62E-07	core
12857	ASV13580	0.001670844	2.21E-06	core
12858	ASV13581	0.000835422	1.04E-07	core
12859	ASV13582	0.000835422	1.70E-06	core
12860	ASV13584	0.000835422	1.87E-06	core
12861	ASV13586	0.000835422	2.56E-07	core
12862	ASV13587	0.000835422	1.02E-07	core
12863	ASV13588	0.000835422	9.57E-06	core
12864	ASV13589	0.059314954	3.61E-04	core
12865	ASV13591	0.000835422	3.89E-08	core
12866	ASV13592	0.000835422	1.20E-07	core
12867	ASV13593	0.001670844	6.27E-07	core
12868	ASV13594	0.008354219	3.13E-06	core
12869	ASV13595	0.001670844	3.29E-05	core
12870	ASV13596	0.005012531	6.88E-06	core
12871	ASV13597	0.001670844	6.38E-07	core
12872	ASV13598	0.008354219	3.99E-06	core
12873	ASV13599	0.000835422	2.88E-06	core
12874	ASV13600	0.000835422	5.19E-08	core
12875	ASV13601	0.000835422	4.93E-08	core
12876	ASV13602	0.000835422	9.01E-07	core
12877	ASV13603	0.000835422	4.37E-07	core
12878	ASV13604	0.005012531	1.14E-06	core
12879	ASV13605	0.000835422	1.77E-07	core
12880	ASV13606	0.000835422	1.73E-08	core
12881	ASV13607	0.000835422	1.16E-07	core
12882	ASV13608	0.000835422	8.32E-07	core
12883	ASV13609	0.000835422	1.22E-07	core
12884	ASV13610	0.001670844	1.46E-07	core
12885	ASV13611	0.000835422	7.07E-07	core
12886	ASV13612	0.000835422	1.15E-07	core
12887	ASV13613	0.001670844	3.44E-07	core
12888	ASV13614	0.000835422	1.96E-08	core
12889	ASV13615	0.000835422	8.48E-08	core
12890	ASV13616	0.000835422	1.70E-07	core
12891	ASV13617	0.000835422	2.22E-07	core
12892	ASV13618	0.000835422	7.54E-08	core
12893	ASV13619	0.000835422	6.66E-08	core
12894	ASV13620	0.000835422	3.15E-07	core
12895	ASV13621	0.001670844	9.56E-06	core
12896	ASV13622	0.130325815	4.60E-04	core
12897	ASV13623	0.000835422	3.55E-07	core
12898	ASV13624	0.003341688	1.05E-06	core
12899	ASV13625	0.000835422	5.71E-07	core
12900	ASV13626	0.000835422	2.71E-07	core
12901	ASV13627	0.000835422	8.11E-08	core
12902	ASV13628	0.000835422	1.36E-06	core
12903	ASV13629	0.000835422	4.17E-07	core
12904	ASV13630	0.002506266	2.15E-05	core
12905	ASV13631	0.001670844	2.29E-07	core
12906	ASV13632	0.000835422	6.69E-08	core
12907	ASV13633	0.005012531	3.47E-06	core
12908	ASV13634	0.003341688	3.46E-06	core
12909	ASV13635	0.000835422	9.36E-07	core
12910	ASV13636	0.000835422	8.87E-08	core
12911	ASV13637	0.000835422	2.81E-08	core
12912	ASV13638	0.000835422	1.82E-07	core
12913	ASV13639	0.000835422	2.11E-07	core
12914	ASV13640	0.000835422	3.55E-08	core
12915	ASV13641	0.004177109	1.39E-06	core
12916	ASV13642	0.002506266	1.44E-06	core
12917	ASV13643	0.000835422	2.72E-07	core
12918	ASV13644	0.000835422	1.85E-07	core
12919	ASV13645	0.014202172	7.54E-05	core
12920	ASV13646	0.000835422	4.14E-08	core
12921	ASV13647	0.000835422	1.05E-07	core
12922	ASV13648	0.000835422	1.16E-07	core
12923	ASV13649	0.000835422	1.06E-07	core
12924	ASV13650	0.000835422	3.27E-07	core
12925	ASV13651	0.001670844	7.44E-07	core
12926	ASV13652	0.000835422	1.15E-06	core
12927	ASV13653	0.024227235	5.65E-05	core
12928	ASV13654	0.000835422	2.57E-07	core
12929	ASV13656	0.000835422	3.22E-07	core
12930	ASV13657	0.000835422	9.11E-08	core
12931	ASV13658	0.000835422	8.56E-07	core
12932	ASV13659	0.01754386	1.89E-05	core
12933	ASV13660	0.005847953	1.73E-06	core
12934	ASV13661	0.000835422	3.24E-08	core
12935	ASV13662	0.000835422	1.17E-07	core
12936	ASV13663	0.000835422	1.45E-07	core
12937	ASV13664	0.000835422	1.04E-06	core
12938	ASV13665	0.000835422	4.16E-07	core
12939	ASV13666	0.000835422	3.42E-07	core
12940	ASV13667	0.000835422	2.01E-06	core
12941	ASV13668	0.000835422	8.02E-07	core
12942	ASV13669	0.000835422	6.47E-08	core
12943	ASV13671	0.000835422	1.45E-07	core
12944	ASV13672	0.000835422	6.74E-07	core
12945	ASV13673	0.000835422	2.43E-08	core
12946	ASV13674	0.000835422	4.64E-08	core
12947	ASV13675	0.000835422	2.46E-07	core
12948	ASV13676	0.000835422	1.41E-07	core
12949	ASV13677	0.000835422	3.38E-08	core
12950	ASV13678	0.000835422	1.12E-05	core
12951	ASV13679	0.000835422	9.48E-07	core
12952	ASV13680	0.000835422	7.05E-08	core
12953	ASV13681	0.000835422	7.72E-08	core
12954	ASV13682	0.000835422	2.35E-07	core
12955	ASV13684	0.000835422	4.13E-07	core
12956	ASV13685	0.000835422	7.17E-07	core
12957	ASV13687	0.000835422	1.80E-06	core
12958	ASV13688	0.000835422	3.94E-08	core
12959	ASV13691	0.000835422	2.17E-07	core
12960	ASV13692	0.004177109	2.20E-05	core
12961	ASV13693	0.011695906	3.59E-05	core
12962	ASV13694	0.000835422	2.13E-07	core
12963	ASV13695	0.000835422	2.28E-06	core
12964	ASV13696	0.000835422	3.78E-08	core
12965	ASV13697	0.000835422	1.35E-08	core
12966	ASV13698	0.000835422	3.41E-07	core
12967	ASV13699	0.000835422	2.38E-07	core
12968	ASV13700	0.000835422	1.69E-07	core
12969	ASV13701	0.000835422	9.87E-08	core
12970	ASV13702	0.000835422	3.59E-06	core
12971	ASV13703	0.005012531	1.18E-05	core
12972	ASV13704	0.000835422	3.19E-07	core
12973	ASV13705	0.002506266	9.16E-06	core
12974	ASV13706	0.010025063	4.29E-06	core
12975	ASV13707	0.000835422	1.34E-06	core
12976	ASV13708	0.000835422	9.09E-07	core
12977	ASV13709	0.000835422	1.29E-08	core
12978	ASV13710	0.000835422	3.26E-07	core
12979	ASV13711	0.000835422	2.14E-06	core
12980	ASV13712	0.000835422	3.16E-06	core
12981	ASV13713	0.000835422	1.71E-08	core
12982	ASV13714	0.000835422	1.73E-07	core
12983	ASV13715	0.000835422	2.07E-07	core
12984	ASV13716	0.015873016	3.50E-05	core
12985	ASV13717	0.000835422	6.84E-08	core
12986	ASV13718	0.000835422	1.04E-07	core
12987	ASV13719	0.000835422	4.76E-08	core
12988	ASV13720	0.001670844	2.38E-06	core
12989	ASV13721	0.000835422	2.36E-07	core
12990	ASV13722	0.001670844	4.83E-07	core
12991	ASV13723	0.000835422	1.03E-07	core
12992	ASV13724	0.000835422	1.58E-06	core
12993	ASV13725	0.000835422	1.75E-06	core
12994	ASV13726	0.001670844	1.76E-06	core
12995	ASV13727	0.000835422	4.46E-07	core
12996	ASV13728	0.000835422	1.99E-07	core
12997	ASV13729	0.000835422	5.78E-08	core
12998	ASV13730	0.000835422	1.15E-06	core
12999	ASV13731	0.000835422	8.05E-07	core
13000	ASV13732	0.000835422	2.55E-07	core
13001	ASV13733	0.000835422	1.29E-07	core
13002	ASV13734	0.000835422	1.38E-06	core
13003	ASV13735	0.000835422	2.25E-08	core
13004	ASV13736	0.000835422	5.20E-06	core
13005	ASV13737	0.000835422	6.83E-08	core
13006	ASV13738	0.000835422	2.00E-07	core
13007	ASV13739	0.001670844	1.40E-06	core
13008	ASV13740	0.000835422	1.14E-07	core
13009	ASV13741	0.000835422	9.87E-08	core
13010	ASV13742	0.003341688	3.32E-06	core
13011	ASV13743	0.001670844	1.65E-06	core
13012	ASV13744	0.000835422	2.05E-07	core
13013	ASV13745	0.000835422	2.72E-08	core
13014	ASV13746	0.000835422	1.24E-07	core
13015	ASV13747	0.000835422	2.03E-07	core
13016	ASV13749	0.000835422	1.52E-07	core
13017	ASV13750	0.000835422	9.63E-08	core
13018	ASV13751	0.000835422	4.37E-07	core
13019	ASV13752	0.040100251	1.98E-04	core
13020	ASV13753	0.000835422	3.39E-07	core
13021	ASV13754	0.000835422	2.93E-06	core
13022	ASV13755	0.000835422	2.60E-08	core
13023	ASV13756	0.000835422	9.18E-08	core
13024	ASV13757	0.000835422	2.56E-07	core
13025	ASV13758	0.000835422	2.27E-06	core
13026	ASV13759	0.000835422	2.08E-07	core
13027	ASV13760	0.000835422	2.88E-08	core
13028	ASV13761	0.010025063	5.09E-06	core
13029	ASV13762	0.003341688	9.77E-06	core
13030	ASV13763	0.001670844	1.34E-07	core
13031	ASV13764	0.000835422	6.66E-08	core
13032	ASV13765	0.000835422	1.05E-07	core
13033	ASV13766	0.000835422	1.53E-07	core
13034	ASV13768	0.000835422	6.29E-08	core
13035	ASV13769	0.000835422	6.50E-06	core
